title,url,source,published_at,snippet,link_verified,fetch_timestamp
pystatistics 3.12.0,https://pypi.org/project/pystatistics/3.12.0/,Pypi.org,2026-06-16T22:47:13Z,GPU-accelerated statistical computing for Python,True,2026-06-18T02:03:29.720442
SKYAI se dispara un 13.4% el 16 de junio de 2026: ¿se avecina una corrección o el ATH está al alcance?,https://www.diariobitcoin.com/analisis/skyai-se-dispara-un-13-4-el-16-de-junio-de-2026-se-avecina-una-correccion-o-el-ath-esta-al-alcance/,Diariobitcoin.com,2026-06-16T22:35:54Z,"SkyAI (SKYAI) continúa su ascenso meteórico este 16 de junio de 2026, con un incremento intradiario del 13.40% hasta $0.4478, capitalizando un impresionante 167% en la última semana. Este token vinculado a proyectos de inteligencia artificial descentralizada …",True,2026-06-18T02:03:29.720444
AMD Zen 6 desktop CPUs may ditch integrated graphics for a built-in NPU,https://www.techspot.com/news/112788-amd-zen-6-desktop-cpus-may-ditch-integrated.html,TechSpot,2026-06-16T22:21:00Z,"AMD is expected to launch its Zen 6 ""Morpheus"" processors later this year or in early 2027 at the latest. The new CPU line is shaping up to bring meaningful changes on both the architectural and platform fronts. Now, a fresh leak suggests the Ryzen 10000 desk…",False,2026-06-18T02:03:29.720445
China Has Made A Supercomputer Work Without A GPU — Here's How,https://www.bgr.com/2189816/china-supercomputer-without-gpu-lineshine/,BGR,2026-06-16T22:17:00Z,China proved you can build a competitive supercomputer without a GPU. Whether that's a genuine breakthrough or a necessary compromise is another question.,True,2026-06-18T02:03:29.720446
英伟达携手 Coherent 扩产 AI 光互联，黄仁勋称 AI 是终极通用技术,https://www.ithome.com/0/965/135.htm,Ithome.com,2026-06-16T22:14:45Z,英伟达昨日（6 月 16 日）发布博文，宣布其战略投资的高意（Coherent）在美国得州 Sherman 为扩建工厂奠基，聚焦 6 英寸磷化铟晶圆与光互连产能，支撑 AI 数据在机架间以光速传输。IT之家援引博文介绍，磷化铟是一种复合半导体材料，英文为 Indium Phosphide，擅长发光和调制光信号，常用于高速激光器、收发器和光互连器件，是 AI 系统连接芯片、服务器和数据中心的关键底座。本次工厂扩建奠基仪式上，英伟达创始人兼首席执行官黄仁勋与 Coherent 首席执行官 Jim Anderson 出…,True,2026-06-18T02:03:29.720448
Lenovo Yoga Pro 9n with NVIDIA RTX Spark and haptic trackpad pictured ahead of fall launch,https://www.tweaktown.com/news/112229/lenovo-yoga-pro-9n-with-nvidia-rtx-spark-and-haptic-trackpad-pictured-ahead-of-fall-launch/index.html,TweakTown,2026-06-16T22:01:05Z,Lenovo's 15-inch Yoga Pro 9n pairs NVIDIA's Grace CPU and Blackwell GPU with a haptic trackpad that doubles as a drawing surface for the Yoga Pen Gen 2.Continue reading at TweakTown,False,2026-06-18T02:03:29.720450
Olympic Ridge (čipletový AM5 Zen 6) nemusí mít integrovanou grafiku,https://diit.cz/clanek/olympic-ridge-cipletovy-am5-zen-6-nemusi-mit-integrovanou-grafiku,Diit.cz,2026-06-16T22:00:01Z,"Leaker Gotou_3rd sice není v západním světě příliš citovaný, ale v Japonsku a Číně je poměrně zavedený a jsou mu přičítány některé (později potvrzené) úniky, byť spíše na téma procesorů Intelu. Nyní tento zdroj uvedl:Olympic Ridge:+ integrated NPU...",True,2026-06-18T02:03:29.720452
"[FREE] Cinematic Weather VFX Bundle — Rain, Snow & Fog | URP | Particle Systems by Green-E Integrated Pvt",https://assetstore.unity.com/packages/vfx/particles/free-cinematic-weather-vfx-bundle-rain-snow-fog-urp-particle-sys-382428,Unity.com,2026-06-16T21:56:10Z,"Free cinematic weather VFX pack for URP. Realistic rain, snowfall, and atmospheric fog/clouds — all built with Unity Particle Systems. No scripts. Plug and play.<ul><li>Render Pipeline: Universal Render Pipeline (URP) — Unity 2021.3+</li><li>Scripts: Zero — 1…",False,2026-06-18T02:03:29.720453
zenith-fixer 0.3.0,https://pypi.org/project/zenith-fixer/,Pypi.org,2026-06-16T21:42:58Z,"Automated celestial navigation: a position fix from a star photograph, an IMU gravity vector, and a UTC timestamp.",True,2026-06-18T02:03:29.720455
hypercli-cli 2026.6.16,https://pypi.org/project/hypercli-cli/2026.6.16/,Pypi.org,2026-06-16T21:34:15Z,CLI for HyperCLI - GPU orchestration and LLM API,True,2026-06-18T02:03:29.720457
alloy-kit 0.1.1,https://pypi.org/project/alloy-kit/0.1.1/,Pypi.org,2026-06-16T21:30:50Z,Local LLM inference and GPU kernels for Apple Silicon,True,2026-06-18T02:03:29.720459
alloy-kit 0.1.0,https://pypi.org/project/alloy-kit/0.1.0/,Pypi.org,2026-06-16T21:21:19Z,Local LLM inference and GPU kernels for Apple Silicon,True,2026-06-18T02:03:29.720460
alloy-kit added to PyPI,https://pypi.org/project/alloy-kit/,Pypi.org,2026-06-16T21:21:12Z,Local LLM inference and GPU kernels for Apple Silicon,True,2026-06-18T02:03:29.720461
焦點股：日電貿高階料號市場迎爆發，股價高檔蓄勢再攻,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%97%A5%E9%9B%BB%E8%B2%BF%E9%AB%98%E9%9A%8E%E6%96%99%E8%99%9F%E5%B8%82%E5%A0%B4%E8%BF%8E%E7%88%86%E7%99%BC-%E8%82%A1%E5%83%B9%E9%AB%98%E6%AA%94%E8%93%84%E5%8B%A2%E5%86%8D%E6%94%BB-051420147.html,Yahoo Entertainment,2026-06-16T21:14:20Z,【財訊快報／研究員周佳蓉】日電貿(3090)手上握有佳美工、Panasonic、京瓷、三星電機等日韓一線大廠通路權，第一季產品結構MLCC占48%、固態電容27%、電解電容10%。隨著GPU功耗提高、800VDC供電架構普及下，單台伺服器MLCC用量估計成長2～3倍，其中應用於800V轉48V轉換階段的元件最為關鍵，法人預估2027年單一47uF料號的全球市場規模上看360～430億元，日電貿有機會吃下30～40%出貨。在供應端，日韓原廠對MLCC擴產相當保守，產品交期已普遍拉長超過半年，電感交期也從過往的1.5…,False,2026-06-18T02:03:29.720463
AMD's Zen 6 Olympic Ridge reportedly drops the iGPU entirely in exchange for a dedicated NPU,https://www.tweaktown.com/news/112220/amds-zen-6-olympic-ridge-reportedly-drops-the-igpu-entirely-in-exchange-for-a-dedicated-npu/index.html,TweakTown,2026-06-16T21:11:05Z,"Removing the iGPU means builders will need a discrete card to troubleshoot video issues, while the freed silicon goes toward a dedicated NPU.Continue reading at TweakTown",False,2026-06-18T02:03:29.720464
"Nvidia desperately wants to sell its latest Vera CPU to China after its market share 'effectively fallen to zero' but can it beat AMD, Intel, and Huawei?",https://www.techradar.com/pro/nvidia-desperately-wants-to-sell-its-latest-vera-cpu-to-china-after-its-market-share-effectively-fallen-to-zero-but-can-it-beat-amd-intel-and-huawei,TechRadar,2026-06-16T21:10:00Z,Nvidia has begun pitching its Vera CPUs to clients in the Chinese mainland even as it contends with direct and indirect state pressure that has seen its GPU sales to China virtually collapse.,True,2026-06-18T02:03:29.720465
一表看晶圓代工版圖 台積電拉開72%差距 第二梯隊全落後,https://tw.news.yahoo.com/%E8%A1%A8%E7%9C%8B%E6%99%B6%E5%9C%93%E4%BB%A3%E5%B7%A5%E7%89%88%E5%9C%96-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%8B%89%E9%96%8B72-%E5%B7%AE%E8%B7%9D-%E7%AC%AC%E4%BA%8C%E6%A2%AF%E9%9A%8A%E5%85%A8%E8%90%BD%E5%BE%8C-050411856.html,Yahoo Entertainment,2026-06-16T21:04:11Z,[Newtalk新聞] 根據TrendForce最新晶圓代工產業研究，除了AI HPC與相關周邊訂單仍如火如荼出貨外，第一季基於TV、PC/NB等供應鏈提前生產出貨、並提高周邊IC庫存水位措施，晶圓代工廠商陸續接獲客戶提前生產或加單訂單，儘管仍受智慧手機生產淡季負面影響，但淡季因素基本與供應鏈提前拉貨所相抵，整體營運表現淡季不淡，第一季全球前十大晶圓代工產值季增3.7%至479.5億美元，再創新高。 展望第二季，TV、PC/NB ODM與品牌等提前備貨紅利將再延續約一季，加上智慧手機陸續進入新機備貨週期，晶圓代工…,False,2026-06-18T02:03:29.720467
Гид покупателя. Подборка планшетов в высокой ценовой категории,https://mobile-review.com/all/articles/guide/gid-pokupatelya-podborka-planshetov-v-vysokoj-czenovoj-kategorii/,Mobile-review.com,2026-06-16T21:03:00Z,"Заходим на территорию, где за планшет придется отдать от 40 000 рублей…",True,2026-06-18T02:03:29.720468
AI帶旺東亞半導體產業 台韓領跑、日本迎來新成長契機,https://tw.stock.yahoo.com/news/ai%E5%B8%B6%E6%97%BA%E6%9D%B1%E4%BA%9E%E5%8D%8A%E5%B0%8E%E9%AB%94%E7%94%A2%E6%A5%AD-%E5%8F%B0%E9%9F%93%E9%A0%98%E8%B7%91-%E6%97%A5%E6%9C%AC%E8%BF%8E%E4%BE%86%E6%96%B0%E6%88%90%E9%95%B7%E5%A5%91%E6%A9%9F-045600871.html,Yahoo Entertainment,2026-06-16T20:56:00Z,圖／本報資料庫商傳媒｜吳承岳／台北報導人工智慧（AI）浪潮持續推升全球半導體需求，東亞主要經濟體正成為最大受益者之一。隨著AI應用從模型訓練逐步邁向大規模推論階段，半導體需求結構也開始出現變化，除了高效能晶片與高頻寬記憶體（HBM）持續受惠外，儲存裝置與記憶體市場也迎來新一波成長動能。根據日本《鑽石週刊》分析，過去兩年AI產業發展主要集中於大型語言模型訓練階段，市場對高效能GPU與HBM需求快速增加，使台灣與韓國成為全球供應鏈的核心受益者。數據顯示，2025年韓國半導體出口額預計年增18.1%，台灣半導體出口成長…,False,2026-06-18T02:03:29.720470
"Lilbits: Android 17 released, Microsoft Surface with Snapdragon X2, and a phone-like LoRa dev kit",https://liliputing.com/lilbits-android-17-released-microsoft-surface-with-snapdragon-x2-and-a-phone-like-lora-dev-kit/,Liliputing,2026-06-16T20:51:42Z,"Google is now rolling out Android 17 to select Pixel phones, and the operating system will be available for additional devices soon. Some of the more noticeable changes include a new system for multitasking that will let you run apps in floating windows calle…",True,2026-06-18T02:03:29.720471
"Maxsun показала на Computex 2026 ИИ-станцию Micro Station на Arc Pro B70, плату W890 для рабочих станций и видеокарты от RTX 5060 до RX 580",https://www.ixbt.com/news/2026/06/16/maxsun-computex-2026-micro-station-arc-pro-b70-w890-rtx-5060-rx-580.html,Ixbt.com,2026-06-16T20:50:00Z,,True,2026-06-18T02:03:29.720474
"Huawei sacude al sector con su apuesta por chips de clase 1,4 nm sin litografía EUV",https://www.diariobitcoin.com/china/huawei-sacude-al-sector-con-su-apuesta-por-chips-de-clase-14-nm-sin-litografia-euv/,Diariobitcoin.com,2026-06-16T20:48:36Z,"Huawei planteó una ruta alternativa para avanzar en semiconductores sin depender de litografía EUV: apilar lógica sobre lógica, acortar la distancia que recorren los datos y elevar la densidad del chip hasta niveles que la firma describe como equivalentes a 1…",True,2026-06-18T02:03:29.720475
Intel Arc Graphics Driver 32.0.101.8247 for Windows 11 version 25H2,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8247-for-Windows-11-version-25H2.shtml,Softpedia.com,2026-06-16T20:47:01Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8247 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720476
В России представлен iQOO Z11 — первый субфлагман бренда с батареей 9020 мАч,https://hi-tech.mail.ru/news/149688-v-rossii-predstavlen-iqoo-z11/,Mail.ru,2026-06-16T20:44:47Z,"Главная особенность смартфона — кремний-углеродная батарея четвертого поколения емкостью 9020 мАч. Новинка также получила процессор Snapdragon 7s Gen 4, до 12 ГБ оперативной памяти и систему охлаждения площадью 18 000 мм².Компания iQOO объявила о старте прода…",True,2026-06-18T02:03:29.720478
"Nvidia’s AI inference chip market share rises to 74%, cementing dominance in fastest-growing AI sector",https://cryptobriefing.com/nvidia-ai-inference-chip-market-share-74-percent/,Crypto Briefing,2026-06-16T20:38:35Z,"Nvidia's dominance in AI inference chips could solidify its influence over AI infrastructure, impacting innovation and market competition.
The post Nvidia’s AI inference chip market share rises to 74%, cementing dominance in fastest-growing AI sector appeared…",True,2026-06-18T02:03:29.720479
Intel Arc Graphics Driver 32.0.101.8247 for Windows 11,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8247-for-Windows-11.shtml,Softpedia.com,2026-06-16T20:34:02Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8247 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720480
AMD Ryzen AI MAX: ecco come l'architettura unificata sfida i limiti,https://tech.everyeye.it/notizie/amd-ryzen-max-come-architettura-unificata-sfida-limiti-882863.html,Everyeye.it,2026-06-16T20:32:00Z,"Le architetture a memoria unificata stanno diventando centrali nel computing, con AMD che punta su soluzioni sempre più potenti e flessibili.Le architetture a memoria unificata stanno rapidamente smettendo di essere una nicchia per diventare uno dei pilastri …",True,2026-06-18T02:03:29.720482
Build Your Own Transaction Foundation Model for Financial Intelligence,https://developer.nvidia.com/blog/build-your-own-transaction-foundation-model-for-financial-intelligence/,Nvidia.com,2026-06-16T20:30:21Z,"Every swipe, transfer, and payment on a modern financial network encodes a pattern of human behavior. Transaction data is one of the richest signals an...",True,2026-06-18T02:03:29.720483
Leaked Intel SoC Plan Pairs x86 CPUs With NVIDIA RTX Integrated GPUs In Early 2028,https://hothardware.com/news/intel-leak-nvidia-igpus-planned-early-2028,Hot Hardware,2026-06-16T20:20:00Z,"We know Intel and NVIDIA are cooking up something together because the two companies announced that they would last year when NVIDIA invested $5 billion USD into Intel. The announcement included the statement that Intel would ""build and offer to the market x8…",False,2026-06-18T02:03:29.720484
Boosting Adobe Photoshop’s Performance with MSVC and SPGO,https://devblogs.microsoft.com/cppblog/boosting-adobe-photoshops-performance-with-msvc-and-spgo/,Microsoft.com,2026-06-16T20:18:37Z,Boosting Adobe Photoshop’s Performance with MSVC and SPGO Adobe and Microsoft worked together to improve Photoshop performance and responsiveness on Windows by combining MSVC’s peak-performance build settings with Sample-based Profile-Guided Optimization (SPG…,True,2026-06-18T02:03:29.720486
"Show HN: cuTile Rust: Safe, data-race-free GPU kernels in Rust",https://github.com/nvlabs/cutile-rs,Github.com,2026-06-16T20:17:42Z,"cuTile Rust provides a safe, tile-based kernel programming DSL for the Rust programming language. It features a safe host-side API for passing tensors to asynchronously executed kernel functions. -...",True,2026-06-18T02:03:29.720487
Intel Arc Graphics Driver 32.0.101.8247 for Windows 10 Vibranium 64-bit,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8247-for-Windows-10-Vibranium-64-bit.shtml,Softpedia.com,2026-06-16T20:16:01Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8247 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720489
"HONOR Magic V6 香港開賣，只需HK$13,999，仲送 HK$9000禮遇",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_401d82b8-4cd5-4e43-bf73-68965242c590,Yahoo Entertainment,2026-06-16T20:12:00Z,"<ol><li>Yahoo新聞</li><li>Tech</li><li>HONOR Magic V6 香港開賣，只需HK$13,999，仲送 HK$9000禮遇</li></ol>
文章來源：Qooah.com
（另開新視窗）HONOR 在香港舉辦新品發布會，正式推出全新摺疊手機 HONOR Magic V6。這款產品憑藉輕薄機身、高強度結構、大容量電池與豐富 AI 功能成為焦點，發布會現場邀請香港運動員 曹星如、陳肇麒及張小倫 完成產品耐用測試。與 Magic V6 一同亮相的還有 HONOR Magic…",False,2026-06-18T02:03:29.720490
olaverse-foundry added to PyPI,https://pypi.org/project/olaverse-foundry/,Pypi.org,2026-06-16T20:10:25Z,"A toolkit for building model families — seed, grow, fuse, freeze, extend.",True,2026-06-18T02:03:29.720491
AI從通用走向專屬運算時代,https://tw.news.yahoo.com/ai%E5%BE%9E%E9%80%9A%E7%94%A8%E8%B5%B0%E5%90%91%E5%B0%88%E5%B1%AC%E9%81%8B%E7%AE%97%E6%99%82%E4%BB%A3-201000797.html,Yahoo Entertainment,2026-06-16T20:10:00Z,近日高盛預測，專用積體電路（ASIC）將因高成本效益與客製化優勢加速崛起，預計至2027年ASIC的需求將與GPU並駕齊驅，成為AI資料中心的新一代主流運算平台。此趨勢象徵AI市場正從通用型GPU架構轉向更針對特定任務優化的客製化晶片。,False,2026-06-18T02:03:29.720493
"Alienware 16x Core Ultra 9 16"" Gaming Laptop w/ NVIDIA GeForce RTX 5070, 32GB, 1TB for $2,100 + free shipping",https://www.dealnews.com/Alienware-16-x-Core-Ultra-9-16-Gaming-Laptop-w-NVIDIA-Ge-Force-RTX-5070-32-GB-1-TB-for-2-100-free-shipping/21841128.html,Dealnews.com,2026-06-16T20:06:49Z,"Dell offers its Alienware 16x Core Ultra 9 16"" Gaming Laptop w/ NVIDIA GeForce RTX 5070, 32GB, 1TB for $2,100. That's $980 off list and the lowest price we could find. Buy Now at Dell Technologies
 Features
 <ul> <li>Intel Core Ultra 9 275HX processor</li> …",True,2026-06-18T02:03:29.720494
nvidia-arch 7.2.0,https://pypi.org/project/nvidia-arch/7.2.0/,Pypi.org,2026-06-16T20:04:00Z,"A lightweight tool for detecting and querying NVIDIA GPU architectures (SM/CC), and generating `-gencode` flags for CUDA builds",True,2026-06-18T02:03:29.720497
sie-server 0.6.8,https://pypi.org/project/sie-server/0.6.8/,Pypi.org,2026-06-16T20:02:34Z,Search Inference Engine - GPU inference server for search workloads,True,2026-06-18T02:03:29.720498
Windows 11 vai deixar usar GPUs para AI em vez de NPUs,https://abertoatedemadrugada.com/2026/06/windows-11-vai-deixar-usar-gpus-para-ai.html,Abertoatedemadrugada.com,2026-06-16T20:00:00Z,"A Microsoft vai suportar funcionalidades AI no Windows usando GPUs Nvidia, dispensando o requisito dos NPUs para os PCs Copilot+.",True,2026-06-18T02:03:29.720500
"Lenovo Yoga Pro 9n leaks with Nvidia RTX Spark, OLED display, and haptic trackpad",https://www.notebookcheck.net/Lenovo-Yoga-Pro-9n-leaks-with-Nvidia-RTX-Spark-OLED-display-and-haptic-trackpad.1323039.0.html,Notebookcheck.net,2026-06-16T19:49:00Z,"The Lenovo Yoga Pro 9n is one of the first laptops to use the brand-new Nvidia RTX Spark ARM chip, which offers 20 CPU cores and a Blackwell GPU featuring 6,144 CUDA cores. This chip is designed to compete with the Apple M5 Max. A leak reveals the laptop in d…",True,2026-06-18T02:03:29.720501
zendev-sentinel 0.1.0,https://pypi.org/project/zendev-sentinel/,Pypi.org,2026-06-16T19:48:03Z,Self-healing multi-agent code quality pipeline,True,2026-06-18T02:03:29.720502
NVIDIA fixes frame pacing issues with G-Sync monitors and RTX 40 series GPUs with GeForce driver 610.62,https://www.tweaktown.com/news/112225/nvidia-fixes-frame-pacing-issues-with-g-sync-monitors-and-rtx-40-series-gpus-with-geforce-driver-610-62/index.html,TweakTown,2026-06-16T19:45:05Z,NVIDIA has pushed all of the bug fixes from hotfix driver 610.47 to its latest WHQL driver including a fix for G-Sync stuttering on RTX 40 series GPUs.Continue reading at TweakTown,False,2026-06-18T02:03:29.720504
Intel Arc Graphics Driver 32.0.101.8243 for Windows 11 version 25H2,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8243-for-Windows-11-version-25H2.shtml,Softpedia.com,2026-06-16T19:45:02Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8243 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720505
"Anthropic revela cómo “lee” la mente de Claude y descubre planificación, dudas y señales inquietantes",https://www.diariobitcoin.com/noticias/anthropic-revela-como-lee-la-mente-de-claude-y-descubre-planificacion-dudas-y-senales-inquietantes/,Diariobitcoin.com,2026-06-16T19:42:26Z,"Una nueva investigación de Anthropic propone una vía para traducir en lenguaje humano parte de las activaciones internas de Claude. El resultado no es un lector perfecto de mentes, pero sí una herramienta que deja ver señales sorprendentes: planificación anti…",True,2026-06-18T02:03:29.720507
winder 0.1.0b1,https://pypi.org/project/winder/0.1.0b1/,Pypi.org,2026-06-16T19:40:51Z,Fast Differentiable Winding Numbers on GPU,True,2026-06-18T02:03:29.720508
winder added to PyPI,https://pypi.org/project/winder/,Pypi.org,2026-06-16T19:40:51Z,Fast Differentiable Winding Numbers on GPU,True,2026-06-18T02:03:29.720509
Show HN: Dopamine – An MIT-Licensed Open-Source Cross-Platform Effects Library,https://github.com/10in30/dopamine/,Github.com,2026-06-16T19:34:08Z,"Built mostly by agents, and mostly for agents, dopamine uses a common file format and a transpiler to abstract a common set of capabilities for Android, iOS and Web. Effects are configured with intensity, mood and whimsey rather than speed or palette.
PRs wel…",True,2026-06-18T02:03:29.720511
"Qualcomm launches Snapdragon Reality Elite and a white-label toolkit for AI glasses, betting the next platform is not a phone",https://thenextweb.com/news/qualcomm-snapdragon-reality-elite-start-ai-wearables-post-smartphone/,The Next Web,2026-06-16T19:31:44Z,"Qualcomm announced two products on Tuesday aimed at positioning the company as the silicon supplier for whatever computing device eventually displaces the smartphone. The first is Snapdragon Reality Elite, a mixed reality chip platform with substantially impr…",True,2026-06-18T02:03:29.720512
Intel Arc Graphics Driver 32.0.101.8243 for Windows 10 64-bit,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8243-for-Windows-10-64-bit.shtml,Softpedia.com,2026-06-16T19:20:02Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8243 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720513
Intel Arc Graphics Driver 32.0.101.8243 for Windows 10 Vibranium 64-bit,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8243-for-Windows-10-Vibranium-64-bit.shtml,Softpedia.com,2026-06-16T19:07:01Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8243 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720515
AMD und Rackspace Technology unterzeichnen endgültige Vereinbarung über die schrittweise Bereitstellung von 30 MW AMD-KI-Rechenleistung,https://www.globenewswire.com/news-release/2026/06/16/3312968/0/de/AMD-und-Rackspace-Technology-unterzeichnen-endg%C3%BCltige-Vereinbarung-%C3%BCber-die-schrittweise-Bereitstellung-von-30-MW-AMD-KI-Rechenleistung.html,GlobeNewswire,2026-06-16T19:07:00Z,"Durch die Zusammenarbeit entsteht eine neue Kategorie von regulierter KI-Infrastruktur für Unternehmen, die speziell für regulierte und staatliche Umgebungen entwickelt wurde Durch die Zusammenarbeit entsteht eine neue Kategorie von regulierter KI-Infrastrukt…",True,2026-06-18T02:03:29.720516
amd-mori-nightly 1.2.1.dev20260616,https://pypi.org/project/amd-mori-nightly/1.2.1.dev20260616/,Pypi.org,2026-06-16T19:05:56Z,"Modular RDMA Interface — GPU communication library for P2P, RDMA/IBGDA, and SDMA",True,2026-06-18T02:03:29.720517
Supermicro gains as Semianalysis reports server rack bottlenecks threatening AI buildout,https://cryptobriefing.com/supermicro-semianalysis-server-rack-bottlenecks/,Crypto Briefing,2026-06-16T19:01:37Z,"AI infrastructure faces growing challenges in server rack systems, impacting data center operations and investment strategies.
The post Supermicro gains as Semianalysis reports server rack bottlenecks threatening AI buildout appeared first on Crypto Briefing.",True,2026-06-18T02:03:29.720519
torchcts 0.0.3,https://pypi.org/project/torchcts/0.0.3/,Pypi.org,2026-06-16T18:56:57Z,GPU-accelerated continuous-time survival analysis for PyTorch,True,2026-06-18T02:03:29.720521
Recenzja Oppo Find X9 Ultra. Fotograficzna waga ciężka,https://www.tabletowo.pl/recenzja-oppo-find-x9-ultra-test-opinia/,Tabletowo.pl,2026-06-16T18:36:00Z,"Oppo Find X9 Ultra to jeden z najlepszych smartfonów do zdjęć, jakie pojawiły się na rynku w tym roku. W jakich aspektach wypada najlepiej?Przeczytaj pełny artykuł tutaj: Recenzja Oppo Find X9 Ultra. Fotograficzna waga ciężka",True,2026-06-18T02:03:29.720523
Intel Arc Graphics Driver 32.0.101.8132 for Windows 11 version 24H2,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8132-for-Windows-11-version-24H2.shtml,Softpedia.com,2026-06-16T18:30:01Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8132 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720524
Qualcomm presenta Snapdragon Reality Elite y sube la apuesta por los chips XR con más IA,https://www.diariobitcoin.com/tecnologia/qualcomm-presenta-snapdragon-reality-elite-y-sube-la-apuesta-por-los-chips-xr-con-mas-ia/,Diariobitcoin.com,2026-06-16T18:24:03Z,"Qualcomm presentó Snapdragon Reality Elite, su nuevo chipset insignia para realidad extendida, con mejoras sustanciales en GPU, CPU, NPU, eficiencia térmica y autonomía. El anuncio apunta a una nueva etapa para visores y pucks XR con más capacidades de IA gen…",True,2026-06-18T02:03:29.720526
"Qualcomm wants to be the chip inside whatever replaces your smartphone, and it just announced two products toward that end",https://techcrunch.com/2026/06/16/qualcomm-wants-to-be-the-chip-inside-whatever-replaces-your-smartphone-and-it-just-announced-two-products-toward-that-end/,TechCrunch,2026-06-16T18:22:24Z,"Qualcomm wants to be the chip inside whatever replaces your smartphone, and it just announced two products toward that endtechcrunch.com",True,2026-06-18T02:03:29.720527
Intel Arc Graphics Driver 32.0.101.8132 for Windows 11,https://drivers.softpedia.com/get/GRAPHICS-BOARD/INTEL/Intel-Arc-Graphics-Driver-32-0-101-8132-for-Windows-11.shtml,Softpedia.com,2026-06-16T18:19:02Z,"The package provides the installation files for Intel Arc Graphics Driver version 32.0.101.8132 .If the driver is already installed on your system, updating (overwrite-installing) may fix various issues, add new functions, or just upgrade to the available ver…",False,2026-06-18T02:03:29.720528
Building AI Agents for AR Glasses and XR Devices with NVIDIA XR AI,https://developer.nvidia.com/blog/building-ai-agents-for-ar-glasses-and-xr-devices-with-nvidia-xr-ai/,Nvidia.com,2026-06-16T18:17:14Z,"Developers building for AR glasses and wearable devices face an infrastructure gap. The hardware is ready, but creating AI experiences requires integrating live...",True,2026-06-18T02:03:29.720530
Fast-tracked power plants drive AI boom with limited scrutiny,https://cryptobriefing.com/fast-tracked-power-plants-ai-boom-limited-scrutiny/,Crypto Briefing,2026-06-17T01:05:27Z,"Fast-tracking AI power plants may sideline environmental and community safeguards, impacting local resources and energy market dynamics.
The post Fast-tracked power plants drive AI boom with limited scrutiny appeared first on Crypto Briefing.",True,2026-06-18T02:03:29.938709
NCC engages KPMG on telecom pricing review,https://punchng.com/ncc-engages-kpmg-on-telecom-pricing-review/,The Punch,2026-06-16T23:23:57Z,"The NCC and KPMG are conducting a comprehensive telecom pricing review in Nigeria, reassessing tariffs to align with market changes and ensure fair competi

Read More: https://punchng.com/ncc-engages-kpmg-on-telecom-pricing-review/",True,2026-06-18T02:03:29.938720
China Reclaims Solar Crown With Record-Breaking Perovskite Panel,https://oilprice.com/Alternative-Energy/Solar-Energy/China-Reclaims-Solar-Crown-With-Record-Breaking-Perovskite-Panel.html,OilPrice.com,2026-06-16T23:00:00Z,"Last year, South Korea’s Qcells set the world record for large-area silicon solar cell efficiency, a development that promised to dramatically shrink the size of solar projects and slash costs. Qcells, a subsidiary of South Korea’s giant conglomerate Hanwha C…",True,2026-06-18T02:03:29.938722
